"adoptionYN","weight_kg","neuterYN","sex","positives","negatives","group_akc","grdp","economy","hospital_num","color"
0,3,0,1,1,0,0,25323187.6669948,63007146.53,22,7
0,8,0,1,1,0,0,25323187.6669948,63007146.53,22,5
1,1.5,0,1,0,0,0,33275552.096932,63007146.53,17,1
0,1,0,0,0,0,0,33275552.096932,63007146.53,17,0
0,6,0,0,0,0,5,22478306.9630981,63007146.53,52,5
0,0.8,2,1,1,0,0,68559248.4427165,75944547.79,24,1
0,0.8,2,1,1,0,0,68559248.4427165,75944547.79,24,4
0,0.8,2,0,1,0,0,68559248.4427165,75944547.79,24,1
0,0.8,2,0,1,0,0,68559248.4427165,75944547.79,24,2
1,0.8,2,0,1,0,0,68559248.4427165,75944547.79,24,2
1,2,1,0,0,0,5,68559248.4427165,75944547.79,24,7
0,15,2,0,0,0,8,40202033.906744,75944547.79,14,7
1,5,0,0,0,0,5,37171574.7479977,75944547.79,5,7
1,5,0,0,2,0,0,98854600.8547036,75944547.79,24,7
0,3,0,1,0,0,0,41172319.2309928,75944547.79,9,1
1,2.5,0,0,0,1,0,41172319.2309928,75944547.79,9,5
0,3,0,1,0,0,0,41172319.2309928,75944547.79,9,1
0,2.5,0,1,0,1,0,41172319.2309928,75944547.79,9,7
0,7,0,1,0,0,0,41172319.2309928,75944547.79,9,7
0,2.7,1,0,0,3,5,39381922.9526442,69109259.7,95,1
0,7.5,0,1,0,0,0,39381922.9526442,69109259.7,95,7
1,5,0,0,1,0,6,39381922.9526442,69109259.7,95,5
0,8,0,0,2,0,0,39548138.3418832,69109259.7,1,7
0,20,0,0,0,1,0,26490727.5045397,69109259.7,6,1
0,7.7,0,1,0,1,0,26490727.5045397,69109259.7,6,7
0,25,1,0,0,1,1,33486995.7180437,69109259.7,16,5
0,12,2,1,0,0,0,33486995.7180437,69109259.7,16,7
1,1.5,2,1,1,0,5,33486995.7180437,69109259.7,16,5
1,4.6,0,0,1,0,5,33486995.7180437,69109259.7,16,7
0,4,2,1,0,0,0,32789403.5765427,65200878.26,3,1
0,3,2,0,0,0,0,32789403.5765427,65200878.26,3,5
0,4,2,1,0,0,0,32789403.5765427,65200878.26,3,7
0,4,2,0,0,0,0,32789403.5765427,65200878.26,3,5
0,4,0,1,0,0,0,32789403.5765427,65200878.26,3,2
0,4,2,1,0,0,0,32789403.5765427,65200878.26,3,7
0,3,0,1,0,0,0,32789403.5765427,65200878.26,3,7
0,3,0,0,0,0,0,32789403.5765427,65200878.26,3,5
0,3,0,1,0,0,0,32789403.5765427,65200878.26,3,2
0,3,0,1,0,0,0,32789403.5765427,65200878.26,3,5
0,3,0,0,0,0,0,32789403.5765427,65200878.26,3,2
0,1,2,2,0,0,0,36901324.5734873,65200878.26,6,7
1,10,2,0,0,0,0,30898270.3970849,65200878.26,4,7
0,7,0,1,0,0,0,20789748.7632638,65200878.26,8,6
1,3,2,0,1,0,5,26669799.011814,65200878.26,26,7
1,4,2,1,1,1,6,26669799.011814,65200878.26,26,5
1,2,2,0,1,0,0,26669799.011814,65200878.26,26,4
1,2.7,0,0,0,0,0,98519370.9610671,76346776.59,74,7
1,2.68,0,0,0,0,0,98519370.9610671,76346776.59,74,7
1,4,0,0,0,0,8,15965527.1274054,76346776.59,14,5
1,0.5,0,1,0,0,0,47894687.1973836,76346776.59,47,2
0,3,0,1,0,0,0,24099390.503555,76346776.59,27,7
0,15,0,1,0,0,0,24099390.503555,76346776.59,27,5
0,3,0,1,0,0,0,24099390.503555,76346776.59,27,5
0,20,0,1,0,0,0,24099390.503555,76346776.59,27,7
0,10,0,0,0,0,0,24099390.503555,76346776.59,27,5
1,2,0,0,0,0,2,24099390.503555,76346776.59,27,7
1,20,0,1,0,0,0,24099390.503555,76346776.59,27,1
1,4.5,2,1,0,2,5,38946655.6491715,76346776.59,39,7
0,4,0,1,0,0,0,38946655.6491715,76346776.59,39,3
0,10,2,1,0,0,0,25330191.1102574,76346776.59,16,0
0,11,0,0,0,0,0,25330191.1102574,76346776.59,16,0
0,1.9,0,1,2,0,0,15262551.4601223,76346776.59,50,6
0,9,0,1,0,1,0,15262551.4601223,76346776.59,50,5
1,25,0,0,0,0,0,15262551.4601223,76346776.59,50,7
1,4.5,0,1,0,0,0,19313998.4049644,76346776.59,106,7
1,3.7,0,1,0,0,0,19313998.4049644,76346776.59,106,7
0,4.9,0,0,0,0,0,19313998.4049644,76346776.59,106,7
0,3,2,1,0,0,5,19313998.4049644,76346776.59,106,7
1,3,2,1,0,0,5,38946655.6491715,76346776.59,39,7
1,1.4,0,0,0,0,5,64114080.1196187,76346776.59,52,0
1,20,0,1,1,0,1,64114080.1196187,76346776.59,52,5
1,15,0,1,0,0,0,19942759.8023824,76346776.59,66,7
1,8,2,1,0,0,0,38946655.6491715,76346776.59,39,3
1,4.6,0,0,0,0,5,28229829.1741087,76346776.59,107,7
1,2.9,0,1,1,0,4,28229829.1741087,76346776.59,107,4
0,18,1,0,0,0,0,28229829.1741087,76346776.59,107,5
1,3.6,0,0,1,1,5,15230659.0681927,64857342.12,43,7
1,3.8,0,0,1,0,5,22364426.6427768,64857342.12,8,7
1,2,0,1,0,0,0,20227366.2698674,64857342.12,22,5
1,2,0,1,0,0,0,20227366.2698674,64857342.12,22,7
1,2,0,0,0,0,0,20227366.2698674,64857342.12,22,7
0,18,0,0,0,0,0,20089234.2715131,67098057.91,44,6
0,7,0,0,1,0,6,31225309.8064254,67098057.91,18,7
1,4,0,1,0,2,8,31225309.8064254,67098057.91,18,7
0,6,0,0,0,0,0,107663270.348094,67098057.91,10,7
0,4.49,0,1,0,0,0,20089234.2715131,67098057.91,44,5
1,2.1,0,0,0,1,0,20089234.2715131,67098057.91,44,6
1,1.8,2,1,0,1,0,20089234.2715131,67098057.91,44,7
0,12,2,0,0,2,0,107663270.348094,67098057.91,10,2
1,3,2,1,0,2,5,107663270.348094,67098057.91,10,7
1,4.8,0,0,0,0,5,49984917.0612005,94451870.68,42,7
1,3,1,0,1,0,6,51221391.5980468,94451870.68,29,5
1,20,0,1,0,1,0,35481217.2195355,67504454.42,129,2
1,6,0,1,0,0,0,40023583.7731676,67504454.42,12,7
1,3.3,0,0,0,0,0,26948104.1976174,69701608,15,1
0,13.3,0,0,0,1,0,26948104.1976174,69701608,15,4
0,4,2,1,1,0,0,40463263.3199304,69701608,35,6
0,2,0,1,1,0,8,40463263.3199304,69701608,35,7
0,2,0,1,1,0,8,40463263.3199304,69701608,35,7
0,4,2,1,1,0,0,40463263.3199304,69701608,35,7
0,4,0,1,1,1,0,50157005.1783659,70346569.34,9,7
0,5,2,0,0,0,0,19554039.5383385,70346569.34,10,7
0,20,2,0,0,0,0,19554039.5383385,70346569.34,10,7
0,15,2,0,1,0,0,33727398.8802008,70346569.34,13,7
0,1.5,0,1,0,0,5,33275552.096932,63007146.53,17,0
1,1,0,1,0,0,0,33275552.096932,63007146.53,17,0
0,1,0,0,0,0,0,33275552.096932,63007146.53,17,7
1,5,0,1,0,0,0,33275552.096932,63007146.53,17,3
0,15,0,1,1,0,8,26490727.5045397,69109259.7,6,5
0,5.2,2,1,1,1,0,29507763.5213485,76346776.59,20,6
0,3.9,0,1,1,0,0,15262551.4601223,76346776.59,50,7
0,4,0,1,1,0,0,15262551.4601223,76346776.59,50,7
1,2.4,0,1,0,0,5,15262551.4601223,76346776.59,50,5
0,5.2,0,1,1,0,5,15262551.4601223,76346776.59,50,5
1,5.2,0,1,1,0,2,15262551.4601223,76346776.59,50,2
1,5.4,0,1,1,0,2,15262551.4601223,76346776.59,50,0
1,7.1,0,0,1,0,2,15262551.4601223,76346776.59,50,2
0,5,0,1,1,0,0,15262551.4601223,76346776.59,50,6
1,3.6,0,0,1,0,6,15262551.4601223,76346776.59,50,5
0,5.8,0,0,0,3,0,15262551.4601223,76346776.59,50,6
1,8,0,1,0,0,2,15262551.4601223,76346776.59,50,0
0,2.9,0,0,1,0,5,15262551.4601223,76346776.59,50,4
1,3.5,0,1,3,0,0,15262551.4601223,76346776.59,50,7
0,15.3,0,0,0,1,0,89800193.0064607,96001034.46,21,7
1,3,2,0,0,0,5,37300552.7684342,70070777.38,35,7
0,4,0,0,0,1,5,13911283.4482247,68354721.89,23,7
1,4.5,0,0,0,0,6,13911283.4482247,68354721.89,23,5
1,3.3,2,1,0,1,0,20089234.2715131,67098057.91,44,5
1,3,2,1,0,0,6,107663270.348094,67098057.91,10,0
1,1,0,1,0,0,0,107663270.348094,67098057.91,10,5
0,3.2,0,0,3,2,5,29507763.5213485,76346776.59,20,7
0,6,2,0,0,1,0,24212848.3342096,67504454.42,13,5
1,6,2,1,0,0,0,24212848.3342096,67504454.42,13,0
0,3,2,0,0,0,0,107663270.348094,67098057.91,10,2
0,3,2,0,0,0,0,107663270.348094,67098057.91,10,7
0,3,2,0,0,0,0,107663270.348094,67098057.91,10,5
0,3,2,1,0,0,0,107663270.348094,67098057.91,10,5
0,3,2,0,0,0,0,107663270.348094,67098057.91,10,5
0,8,2,0,0,1,0,107663270.348094,67098057.91,10,5
0,10,2,0,0,1,0,107663270.348094,67098057.91,10,2
0,7,2,1,1,0,0,35481217.2195355,67504454.42,129,6
0,6.04,0,0,1,1,0,22216935.6196816,69701608,24,6
1,18.03,0,1,0,1,8,22216935.6196816,69701608,24,7
1,4,2,0,2,0,6,33727398.8802008,70346569.34,13,7
1,4,2,1,1,0,6,33727398.8802008,70346569.34,13,5
0,11,0,0,0,1,0,24696835.6391183,63007146.53,29,2
1,5,0,0,1,1,6,41183911.7953038,75944547.79,60,7
1,24,2,1,1,0,8,41183911.7953038,75944547.79,60,0
0,16,2,1,1,1,8,26669799.011814,65200878.26,26,2
1,4,2,0,1,0,6,26669799.011814,65200878.26,26,1
1,3,2,0,1,1,0,26669799.011814,65200878.26,26,5
0,14,2,0,1,0,0,26669799.011814,65200878.26,26,7
0,7.4,2,1,0,3,0,29507763.5213485,76346776.59,20,2
0,17,2,1,0,0,0,29507763.5213485,76346776.59,20,7
0,20,2,1,0,0,0,29507763.5213485,76346776.59,20,7
0,4.8,0,0,2,0,0,15262551.4601223,76346776.59,50,7
0,4.3,0,0,0,1,0,29507763.5213485,76346776.59,20,6
1,3.11,0,0,0,0,5,28229829.1741087,76346776.59,107,7
0,15.7,0,0,0,1,0,89800193.0064607,96001034.46,21,5
1,5.3,1,0,1,0,6,89800193.0064607,96001034.46,21,5
1,4,2,1,0,0,5,37300552.7684342,70070777.38,35,6
0,3,2,1,0,0,0,37300552.7684342,70070777.38,35,7
1,4.7,1,0,2,0,6,37580147.5532783,68354721.89,36,5
0,20,0,1,1,0,0,13911283.4482247,68354721.89,23,2
0,7,2,1,0,0,0,13911283.4482247,68354721.89,23,6
0,15,2,1,0,0,0,107663270.348094,67098057.91,10,7
1,2.1,2,1,0,0,0,29507763.5213485,76346776.59,20,6
1,3,1,0,0,0,5,49984917.0612005,94451870.68,42,4
1,5,2,1,1,1,5,29507763.5213485,76346776.59,20,7
1,8.3,0,1,0,0,1,29338071.861291,66520328.6,88,5
1,6.7,0,0,0,0,5,29338071.861291,66520328.6,88,7
0,24.7,2,0,0,1,0,29338071.861291,66520328.6,88,5
0,6.9,0,0,0,1,0,29338071.861291,66520328.6,88,5
0,16.5,0,0,0,1,0,29338071.861291,66520328.6,88,7
1,10.5,2,1,0,0,0,29338071.861291,66520328.6,88,5
1,1.2,0,1,0,0,0,29338071.861291,66520328.6,88,5
0,1.4,0,0,0,0,0,29338071.861291,66520328.6,88,7
1,1.4,0,0,0,0,0,29338071.861291,66520328.6,88,4
1,0.7,0,0,0,0,0,35481217.2195355,67504454.42,129,4
1,0.7,0,1,0,1,0,35481217.2195355,67504454.42,129,2
1,0.9,0,0,0,0,0,35481217.2195355,67504454.42,129,4
1,0.8,0,0,0,0,0,35481217.2195355,67504454.42,129,7
1,20,2,1,2,1,1,26814611.9483216,67504454.42,13,5
1,7,2,0,1,1,0,26814611.9483216,67504454.42,13,7
0,10,2,1,0,1,0,107663270.348094,67098057.91,10,6
0,20,2,0,0,1,7,107663270.348094,67098057.91,10,4
0,2,2,1,0,0,0,107663270.348094,67098057.91,10,7
0,2,2,0,0,0,0,107663270.348094,67098057.91,10,7
0,2,2,0,0,0,0,107663270.348094,67098057.91,10,7
0,4,2,0,0,0,0,107663270.348094,67098057.91,10,2
0,8,2,1,0,0,0,23357610.8522124,69701608,8,1
0,8,2,0,0,2,0,23357610.8522124,69701608,8,7
0,3.5,0,0,0,1,0,22968033.6854694,70346569.34,7,7
0,3.5,0,0,1,0,0,22968033.6854694,70346569.34,7,7
1,3,0,1,1,0,6,24696835.6391183,63007146.53,29,5
1,28,0,1,1,0,1,24696835.6391183,63007146.53,29,5
1,0.2,0,1,0,0,0,24696835.6391183,63007146.53,29,6
1,0.2,0,1,0,0,0,24696835.6391183,63007146.53,29,6
1,0.2,0,0,0,0,0,24696835.6391183,63007146.53,29,6
1,0.2,0,0,0,0,0,24696835.6391183,63007146.53,29,6
1,9,0,1,0,1,0,24696835.6391183,63007146.53,29,6
1,2.5,0,1,1,0,0,24696835.6391183,63007146.53,29,7
0,3,0,0,0,0,0,33323926.5161576,75944547.79,21,7
1,5.7,0,0,0,2,6,41183911.7953038,75944547.79,60,5
1,20,2,0,1,0,0,28535743.5883863,69109259.7,4,7
1,2,2,0,1,0,0,34776495.4629548,69109259.7,7,1
0,3,0,0,1,1,0,15965527.1274054,76346776.59,14,2
1,4,0,1,0,1,5,28229829.1741087,76346776.59,107,7
0,9,0,0,0,0,0,37300552.7684342,70070777.38,35,0
0,6,2,1,2,0,0,37580147.5532783,68354721.89,36,6
0,23,0,1,0,0,0,13911283.4482247,68354721.89,23,7
0,4,0,1,0,0,0,13911283.4482247,68354721.89,23,5
0,4,0,0,0,0,0,13911283.4482247,68354721.89,23,5
0,5,0,0,2,0,0,13911283.4482247,68354721.89,23,5
1,25,0,0,1,0,8,13911283.4482247,68354721.89,23,7
0,8.77,0,0,0,0,0,20089234.2715131,67098057.91,44,4
1,4,0,0,0,0,0,107663270.348094,67098057.91,10,0
1,2.5,0,1,1,0,5,107663270.348094,67098057.91,10,7
1,3.8,0,0,1,0,5,18856809.858719,94451870.68,46,7
1,12,0,0,0,1,0,35481217.2195355,67504454.42,129,6
1,15.7,0,0,0,1,0,27042597.6884975,67504454.42,9,5
0,3,2,1,1,0,0,26814611.9483216,67504454.42,13,4
0,20,2,0,0,0,0,35481217.2195355,67504454.42,129,4
1,4,2,0,0,0,6,35481217.2195355,67504454.42,129,5
1,2.03,0,0,0,0,0,22216935.6196816,69701608,24,6
0,15,0,0,1,0,2,28535743.5883863,69109259.7,4,6
0,8.17,1,0,0,0,5,20089234.2715131,67098057.91,44,7
0,5,2,0,0,0,0,107663270.348094,67098057.91,10,7
0,20,0,0,1,1,0,29507763.5213485,76346776.59,20,7
0,1.8,0,1,0,0,0,27042597.6884975,67504454.42,9,4
0,3,2,1,4,0,0,26814611.9483216,67504454.42,13,5
0,2.7,0,1,0,0,0,22216935.6196816,69701608,24,4
1,3.6,2,1,1,4,5,29507763.5213485,76346776.59,20,7
0,3,2,1,1,0,0,26814611.9483216,67504454.42,13,5
1,3,2,1,1,0,0,26814611.9483216,67504454.42,13,5
1,4.67,0,1,0,0,5,22216935.6196816,69701608,24,6
0,4.75,0,0,0,0,0,22216935.6196816,69701608,24,7
0,5.3,0,1,0,0,0,22216935.6196816,69701608,24,7
0,1.07,0,0,0,0,0,22216935.6196816,69701608,24,7
0,1.08,0,0,0,0,0,22216935.6196816,69701608,24,6
1,20.3,2,1,0,0,3,22216935.6196816,69701608,24,4
0,3,2,0,1,0,0,26814611.9483216,67504454.42,13,5
1,8,2,1,4,0,7,26814611.9483216,67504454.42,13,3
0,1.03,0,0,0,0,0,22216935.6196816,69701608,24,7
0,1.03,0,0,0,0,0,22216935.6196816,69701608,24,2
0,1.02,0,0,0,0,0,22216935.6196816,69701608,24,2
0,1.02,0,1,0,0,0,22216935.6196816,69701608,24,2
0,1,0,1,0,0,0,22216935.6196816,69701608,24,2
0,1.01,0,1,0,0,0,22216935.6196816,69701608,24,7
1,3.6,1,0,0,0,0,37580147.5532783,68354721.89,36,7
1,3.5,0,1,0,0,5,19775173.5837805,68354721.89,31,7
0,14.32,0,1,0,2,0,22216935.6196816,69701608,24,5
0,2,0,1,1,0,0,28535743.5883863,69109259.7,4,1
0,5,0,0,1,0,0,28535743.5883863,69109259.7,4,7
1,8,2,1,0,1,1,35481217.2195355,67504454.42,129,5
1,4.5,0,1,0,1,0,35481217.2195355,67504454.42,129,7
1,1.5,0,1,0,0,0,40023583.7731676,67504454.42,12,6
0,3.75,0,0,0,0,0,24458275.9712294,67504454.42,14,6
0,0.26,0,1,0,0,0,24458275.9712294,67504454.42,14,3
0,0.23,0,0,0,0,0,24458275.9712294,67504454.42,14,6
0,0.25,0,0,0,0,0,24458275.9712294,67504454.42,14,7
0,6.5,2,1,1,1,0,35481217.2195355,67504454.42,129,5
0,3,2,1,0,0,5,30369884.8432003,69701608,6,7
1,45,0,0,0,1,3,30369884.8432003,69701608,6,0
1,1.5,2,1,1,0,5,35519840.4818639,69701608,8,7
0,10,2,1,1,1,0,23357610.8522124,69701608,8,5
1,5,2,1,1,0,4,23357610.8522124,69701608,8,4
0,3.5,0,1,2,0,0,33592029.7336362,69701608,6,5
0,3.5,0,0,2,0,0,33592029.7336362,69701608,6,1
1,4,0,1,0,0,0,33592029.7336362,69701608,6,5
1,4,0,1,0,1,6,85511947.6338256,69701608,39,5
1,1,0,1,1,1,0,35541357.8757259,69701608,36,7
1,3,0,0,0,0,0,35541357.8757259,69701608,36,6
0,15,0,0,0,0,0,20268705.9816922,70346569.34,3,7
0,8,0,0,0,1,0,25949225.1223491,70346569.34,11,5
0,10,0,0,0,0,0,25949225.1223491,70346569.34,11,7
0,15,0,1,0,1,0,25949225.1223491,70346569.34,11,5
0,6.5,0,0,0,1,0,24552906.6171923,70346569.34,8,7
0,8,0,0,1,0,0,20500554.4233997,70346569.34,10,5
1,5,0,0,2,0,0,26558464.6293751,70346569.34,6,7
0,9,0,0,0,3,0,26558464.6293751,70346569.34,6,7
0,16,0,0,0,1,0,26558464.6293751,70346569.34,6,5
1,17,0,1,0,0,0,26558464.6293751,70346569.34,6,5
0,19,0,1,0,2,0,26558464.6293751,70346569.34,6,7
0,4,0,0,2,1,0,26558464.6293751,70346569.34,6,1
1,9.4,0,1,0,0,0,60572550.4789647,70346569.34,7,7
0,7,0,0,0,0,0,23676944.4997016,63007146.53,7,7
1,5,0,1,0,0,5,23676944.4997016,63007146.53,7,6
0,5,0,0,0,0,6,23676944.4997016,63007146.53,7,5
0,5,0,1,0,0,0,33275552.096932,63007146.53,17,5
1,4,0,0,0,0,0,33275552.096932,63007146.53,17,1
1,3.2,0,0,1,0,0,22478306.9630981,63007146.53,52,4
1,3.5,0,1,1,0,0,22478306.9630981,63007146.53,52,5
1,9,0,1,0,0,8,22478306.9630981,63007146.53,52,0
0,9,0,0,0,0,0,22478306.9630981,63007146.53,52,7
0,5,2,1,1,0,4,68559248.4427165,75944547.79,24,4
0,10,2,1,0,1,0,68559248.4427165,75944547.79,24,7
1,15,0,1,0,0,0,37171574.7479977,75944547.79,5,5
1,0.3,2,0,1,0,0,29959980.3664921,75944547.79,18,1
1,0.3,2,1,1,0,0,29959980.3664921,75944547.79,18,1
1,0.3,2,1,1,0,0,29959980.3664921,75944547.79,18,1
0,10,2,0,0,0,0,29959980.3664921,75944547.79,18,7
0,5,2,1,0,0,0,29959980.3664921,75944547.79,18,7
0,8,2,0,0,0,0,29959980.3664921,75944547.79,18,0
0,10,2,0,0,0,0,29959980.3664921,75944547.79,18,0
0,10,2,1,0,0,0,29959980.3664921,75944547.79,18,7
0,10,0,0,0,0,0,41172319.2309928,75944547.79,9,7
0,6,0,0,0,2,6,41172319.2309928,75944547.79,9,5
0,20,0,0,0,0,0,33323926.5161576,75944547.79,21,7
1,3.2,0,0,0,2,5,39381922.9526442,69109259.7,95,7
0,3.8,0,0,1,1,0,39381922.9526442,69109259.7,95,7
1,3,0,0,3,1,8,39381922.9526442,69109259.7,95,1
0,9.6,2,1,0,3,0,22894408.9363199,69109259.7,9,7
0,8.5,0,0,0,1,0,33486995.7180437,69109259.7,16,7
0,5.5,1,0,0,1,0,33486995.7180437,69109259.7,16,7
1,5.5,0,0,0,0,0,33486995.7180437,69109259.7,16,6
0,3,2,0,1,0,0,34647443.6725843,65200878.26,2,3
0,1,2,1,1,0,0,34647443.6725843,65200878.26,2,5
0,3,2,0,1,0,0,34647443.6725843,65200878.26,2,1
0,8,0,1,0,0,0,48110252.8629621,65200878.26,3,6
0,6,0,1,0,0,0,33712226.3292579,65200878.26,8,5
0,6,0,1,0,0,0,33712226.3292579,65200878.26,8,5
0,1,2,1,1,1,0,26669799.011814,65200878.26,26,2
0,7,1,0,2,0,8,31765707.6010859,76346776.59,12,7
0,0.5,0,2,0,0,0,31765707.6010859,76346776.59,12,2
1,5.5,0,1,1,0,8,31765707.6010859,76346776.59,12,7
1,25,0,0,2,0,3,27158848.0316349,76346776.59,32,4
1,5.97,0,1,0,0,0,98519370.9610671,76346776.59,74,6
1,5.96,0,0,0,0,0,98519370.9610671,76346776.59,74,6
1,5.95,0,1,0,0,0,98519370.9610671,76346776.59,74,6
1,5.93,0,0,0,0,0,98519370.9610671,76346776.59,74,6
1,3,0,1,0,0,0,26972670.8271799,76346776.59,9,3
0,0.5,0,2,0,0,0,31765707.6010859,76346776.59,12,7
0,0.5,0,2,0,0,0,31765707.6010859,76346776.59,12,2
0,15,0,1,0,1,0,31765707.6010859,76346776.59,12,7
1,1.52,0,0,0,0,0,47894687.1973836,76346776.59,47,5
1,1.38,0,1,0,0,0,47894687.1973836,76346776.59,47,5
1,16.2,0,1,0,0,0,47894687.1973836,76346776.59,47,5
1,3,1,0,0,0,5,38946655.6491715,76346776.59,39,7
0,0.24,0,1,0,0,0,19313998.4049644,76346776.59,106,7
0,0.3,0,0,0,0,0,19313998.4049644,76346776.59,106,7
0,0.32,0,1,0,0,0,19313998.4049644,76346776.59,106,1
0,3.5,1,0,0,0,5,19313998.4049644,76346776.59,106,7
1,5.8,0,1,0,0,6,64114080.1196187,76346776.59,52,5
1,7.5,0,0,0,0,6,64114080.1196187,76346776.59,52,1
1,3.5,0,0,1,0,5,19942759.8023824,76346776.59,66,7
1,0.56,0,1,0,0,0,42357301.7333154,76346776.59,109,5
1,0.56,0,1,0,0,0,42357301.7333154,76346776.59,109,5
1,0.56,0,1,0,0,0,42357301.7333154,76346776.59,109,5
1,0.52,0,0,0,0,0,42357301.7333154,76346776.59,109,5
1,0.52,0,0,0,0,0,42357301.7333154,76346776.59,109,5
1,9,1,0,1,0,6,42357301.7333154,76346776.59,109,7
0,20,0,1,0,0,0,28229829.1741087,76346776.59,107,7
1,3.6,0,0,0,0,2,28229829.1741087,76346776.59,107,0
1,3,0,1,1,0,2,28229829.1741087,76346776.59,107,2
0,8,1,0,0,0,0,28229829.1741087,76346776.59,107,7
0,8,1,0,0,0,0,28229829.1741087,76346776.59,107,7
0,8,1,1,0,0,0,28229829.1741087,76346776.59,107,7
1,9,0,1,0,0,0,28229829.1741087,76346776.59,107,5
0,2.5,0,0,0,0,0,89800193.0064607,96001034.46,21,2
0,2.1,0,0,0,0,0,89800193.0064607,96001034.46,21,2
1,2,0,0,0,0,0,89800193.0064607,96001034.46,21,7
0,13.5,0,0,0,2,8,21798903.3023383,69726813.32,33,7
1,7.5,2,1,0,0,0,21798903.3023383,69726813.32,33,2
1,12,0,0,0,0,6,21798903.3023383,69726813.32,33,5
1,2.5,1,0,0,0,5,21798903.3023383,69726813.32,33,4
0,8,2,1,0,0,0,20227366.2698674,64857342.12,22,7
0,6,0,0,0,0,0,20227366.2698674,64857342.12,22,6
1,9,2,1,0,0,0,22364426.6427768,64857342.12,8,6
1,5.5,0,1,0,1,5,22364426.6427768,64857342.12,8,4
1,5,1,0,0,0,5,22364426.6427768,64857342.12,8,4
1,5.2,2,1,0,0,5,22364426.6427768,64857342.12,8,4
0,6,2,1,0,0,5,22364426.6427768,64857342.12,8,4
1,6,1,0,0,0,5,22364426.6427768,64857342.12,8,6
1,16.6,2,1,0,0,0,22364426.6427768,64857342.12,8,5
1,40,0,0,1,0,3,22364426.6427768,64857342.12,8,5
0,4,2,1,0,1,0,20227366.2698674,64857342.12,22,0
1,5.3,0,1,0,0,0,29338071.861291,66520328.6,88,2
0,9.9,0,1,0,0,0,29338071.861291,66520328.6,88,7
0,20,2,0,0,1,0,29338071.861291,66520328.6,88,7
0,4.5,0,1,0,0,0,29338071.861291,66520328.6,88,1
0,5.3,0,1,0,0,0,29338071.861291,66520328.6,88,1
0,6.1,0,0,0,0,0,29338071.861291,66520328.6,88,1
0,4,0,0,0,0,0,29338071.861291,66520328.6,88,1
0,5.2,0,1,0,0,0,29338071.861291,66520328.6,88,5
0,4.8,0,1,0,0,0,29338071.861291,66520328.6,88,5
0,4.7,0,1,0,0,0,29338071.861291,66520328.6,88,7
0,1.8,0,1,0,0,0,29338071.861291,66520328.6,88,7
0,1.8,0,0,0,0,0,29338071.861291,66520328.6,88,7
0,2.1,0,0,0,0,0,29338071.861291,66520328.6,88,7
0,4.3,0,0,0,0,0,29338071.861291,66520328.6,88,2
0,8,0,1,0,1,0,29338071.861291,66520328.6,88,7
0,4.9,0,0,0,0,0,29338071.861291,66520328.6,88,5
0,4.4,0,1,0,0,0,29338071.861291,66520328.6,88,7
0,6,0,1,0,0,0,29338071.861291,66520328.6,88,2
0,7,0,0,0,0,0,29338071.861291,66520328.6,88,7
0,16,2,1,0,0,0,29338071.861291,66520328.6,88,5
0,1.5,0,1,0,0,0,29338071.861291,66520328.6,88,5
0,1.3,0,0,0,0,0,29338071.861291,66520328.6,88,5
0,1.3,0,1,0,0,0,29338071.861291,66520328.6,88,1
0,1.5,0,0,0,0,0,29338071.861291,66520328.6,88,1
0,1.6,0,1,0,0,0,29338071.861291,66520328.6,88,7
0,1.5,0,0,0,0,0,29338071.861291,66520328.6,88,7
0,12.9,0,0,0,1,0,29338071.861291,66520328.6,88,7
0,21.5,2,0,0,1,0,29338071.861291,66520328.6,88,5
0,13.9,0,0,0,0,0,29338071.861291,66520328.6,88,7
1,4,0,0,0,1,0,35481217.2195355,67504454.42,129,6
0,4,2,0,0,1,0,24212848.3342096,67504454.42,13,5
0,6,2,1,0,0,0,107663270.348094,67098057.91,10,7
0,5,2,2,0,0,0,107663270.348094,67098057.91,10,5
0,6.5,2,0,0,0,0,107663270.348094,67098057.91,10,7
1,4.5,0,1,0,1,6,85511947.6338256,69701608,39,5
1,3.5,0,1,0,1,0,85511947.6338256,69701608,39,1
0,4.5,0,0,0,0,6,40463263.3199304,69701608,35,5
0,6,2,0,0,0,0,41200094.9355534,70346569.34,11,1
0,3.1,0,0,0,0,5,60572550.4789647,70346569.34,7,7
1,7.9,0,1,0,0,0,21347566.1491206,70346569.34,21,7
0,8.68,0,0,0,0,7,21347566.1491206,70346569.34,21,6
0,5,2,1,0,0,0,33727398.8802008,70346569.34,13,4
1,2,2,0,2,0,0,33727398.8802008,70346569.34,13,0
0,2,2,1,2,0,0,33727398.8802008,70346569.34,13,0
1,16,2,1,1,1,0,33727398.8802008,70346569.34,13,1
1,8,2,0,1,1,0,33727398.8802008,70346569.34,13,7
1,15,2,1,0,0,8,33727398.8802008,70346569.34,13,5
0,2,0,1,1,2,0,49573513.9359208,63007146.53,11,6
0,30,0,0,1,0,8,49573513.9359208,63007146.53,11,7
1,22,0,1,1,0,8,45938684.8526559,75944547.79,7,0
0,1.2,0,1,1,0,0,45938684.8526559,75944547.79,7,4
0,1.2,0,0,0,0,0,45938684.8526559,75944547.79,7,0
