adoptionYN,age,season,neuterYN,sex,disease_cnt,positives,negatives,hair,grdp,economy,hospital_num,color
0,3,1,0,0,5,0,5,1,29507763.5213485,76346776.59,20,4
0,4,1,1,1,2,0,0,1,29507763.5213485,76346776.59,20,1
1,1,1,2,2,1,0,1,1,89800193.0064607,96001034.46,21,1
0,2,1,0,1,1,0,1,1,20227366.2698674,64857342.12,22,0
0,3,1,0,2,0,0,1,1,37300552.7684342,70070777.38,35,4
0,3,1,0,0,2,0,2,1,122957457.266587,68354721.89,8,3
1,1,1,0,2,2,0,1,1,107663270.348094,67098057.91,10,6
0,1,1,2,0,0,0,0,1,38928244.4827899,70346569.34,18,2
0,2,1,2,0,0,0,0,1,38928244.4827899,70346569.34,18,6
0,2,1,0,1,1,0,1,1,22478306.9630981,63007146.53,52,0
0,1,1,0,0,0,1,0,1,39381922.9526442,69109259.7,95,5
1,2,1,0,1,3,1,2,1,39381922.9526442,69109259.7,95,5
1,1,1,0,2,3,2,1,1,39381922.9526442,69109259.7,95,7
0,1,1,0,0,4,0,0,1,27158848.0316349,76346776.59,32,4
1,1,1,0,1,4,0,0,1,27158848.0316349,76346776.59,32,5
0,1,1,0,1,4,0,0,1,27158848.0316349,76346776.59,32,5
1,1,1,0,0,4,0,0,1,27158848.0316349,76346776.59,32,5
0,1,1,0,0,4,0,0,1,27158848.0316349,76346776.59,32,5
0,4,1,0,0,3,0,0,1,19942759.8023824,76346776.59,66,6
0,1,1,2,0,0,0,2,1,91142526.6590945,96001034.46,28,4
1,3,1,2,1,1,1,0,1,91142526.6590945,96001034.46,28,7
0,1,1,0,0,0,0,0,1,17715028.5771751,96001034.46,13,0
1,1,1,0,1,0,0,0,1,17715028.5771751,96001034.46,13,0
1,1,1,0,1,0,0,0,1,17715028.5771751,96001034.46,13,0
0,1,1,2,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,1,2,1,0,0,0,1,21798903.3023383,69726813.32,33,1
0,1,1,2,0,0,0,0,1,21798903.3023383,69726813.32,33,4
1,1,1,2,1,0,0,0,1,21798903.3023383,69726813.32,33,4
1,1,1,2,1,0,0,0,1,21798903.3023383,69726813.32,33,0
1,1,1,0,0,0,0,0,1,15230659.0681927,64857342.12,43,5
0,1,1,0,0,0,0,0,1,22364426.6427768,64857342.12,8,5
0,1,1,0,1,0,0,1,1,22364426.6427768,64857342.12,8,0
1,1,1,0,1,0,0,2,1,11434635.8651055,94451870.68,30,0
0,2,1,0,0,2,0,2,1,29507763.5213485,76346776.59,20,7
0,2,1,2,1,5,0,4,1,29507763.5213485,76346776.59,20,6
0,1,1,2,1,2,1,3,1,29507763.5213485,76346776.59,20,3
0,7,1,2,1,0,0,1,1,107663270.348094,67098057.91,10,6
0,1,1,0,0,1,0,1,1,35541357.8757259,69701608,36,3
1,2,1,0,0,2,0,1,2,38946655.6491715,76346776.59,39,0
1,3,1,0,0,3,0,0,2,21798903.3023383,69726813.32,33,7
1,1,1,0,0,0,0,0,1,15230659.0681927,64857342.12,43,5
1,1,1,0,1,3,0,2,1,11434635.8651055,94451870.68,30,3
1,1,1,0,0,4,0,2,1,11434635.8651055,94451870.68,30,4
1,1,1,0,1,4,0,2,1,11434635.8651055,94451870.68,30,5
0,1,1,0,2,0,0,1,1,102737211.523899,75944547.79,19,0
1,4,1,0,1,0,1,0,2,26362984.3820037,65200878.26,28,0
0,3,1,0,1,3,0,0,1,13911283.4482247,68354721.89,23,3
1,1,1,0,0,3,0,0,1,24458275.9712294,67504454.42,14,3
1,1,1,0,1,0,0,0,1,19145267.2278191,63007146.53,10,0
0,1,1,0,1,0,0,0,1,22478306.9630981,63007146.53,52,0
1,1,1,0,0,0,0,0,1,98854600.8547036,75944547.79,24,5
1,5,1,2,1,2,0,2,0,39381922.9526442,69109259.7,95,3
1,1,1,0,2,1,0,0,1,39381922.9526442,69109259.7,95,0
1,1,1,0,2,1,0,0,1,39381922.9526442,69109259.7,95,0
0,1,1,0,1,2,0,1,0,26490727.5045397,69109259.7,6,5
0,2,1,0,1,0,0,1,0,26490727.5045397,69109259.7,6,7
0,1,1,0,0,1,0,3,1,27158848.0316349,76346776.59,32,5
0,3,1,1,1,1,1,2,1,33289321.2798569,76346776.59,108,0
1,1,1,0,1,0,0,0,1,15262551.4601223,76346776.59,50,6
1,1,1,0,0,0,0,0,1,15262551.4601223,76346776.59,50,6
1,1,1,0,1,0,0,0,1,38946655.6491715,76346776.59,39,0
1,1,1,0,1,0,0,0,1,38946655.6491715,76346776.59,39,5
1,1,1,0,1,0,0,0,1,38946655.6491715,76346776.59,39,5
0,1,1,0,1,1,0,0,1,64114080.1196187,76346776.59,52,0
0,1,1,2,2,0,1,0,1,19942759.8023824,76346776.59,66,6
1,1,1,0,0,3,0,0,1,19942759.8023824,76346776.59,66,4
0,6,1,2,2,1,0,0,1,89800193.0064607,96001034.46,21,3
1,1,1,0,0,1,1,1,1,91142526.6590945,96001034.46,28,4
1,1,1,2,0,0,0,0,1,37300552.7684342,70070777.38,35,0
1,1,1,0,1,0,0,0,1,21798903.3023383,69726813.32,33,3
1,1,1,0,0,2,0,0,1,21798903.3023383,69726813.32,33,5
1,1,1,0,0,0,0,0,1,19775173.5837805,68354721.89,31,5
1,1,1,0,1,0,0,0,1,60867596.7893044,64857342.12,11,0
0,1,1,0,0,4,0,2,1,20089234.2715131,67098057.91,44,6
0,1,1,0,1,1,0,1,0,31225309.8064254,67098057.91,18,6
1,1,1,0,1,0,0,2,0,31225309.8064254,67098057.91,18,2
0,1,1,0,1,0,0,2,0,31225309.8064254,67098057.91,18,5
0,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,6
1,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,3
0,2,1,0,0,0,0,0,1,107663270.348094,67098057.91,10,6
1,1,1,0,0,0,3,2,1,14133034.1141113,94451870.68,47,1
1,1,1,0,0,0,3,2,1,14133034.1141113,94451870.68,47,6
1,1,1,0,0,0,0,0,1,33275552.096932,63007146.53,17,2
0,1,1,0,0,0,0,0,1,33275552.096932,63007146.53,17,4
0,6,1,0,0,5,0,2,1,21798903.3023383,69726813.32,33,4
0,1,1,0,1,2,0,0,1,37580147.5532783,68354721.89,36,0
0,1,1,0,2,3,0,0,1,37580147.5532783,68354721.89,36,5
0,2,1,0,0,0,0,1,1,60867596.7893044,64857342.12,11,4
0,1,1,0,0,0,0,0,1,107663270.348094,67098057.91,10,5
0,8,1,2,1,2,0,4,1,29507763.5213485,76346776.59,20,4
1,1,1,0,1,2,0,0,0,40023583.7731676,67504454.42,12,6
1,1,1,0,1,2,0,0,0,40023583.7731676,67504454.42,12,3
1,1,1,0,0,2,0,0,0,40023583.7731676,67504454.42,12,3
0,8,1,2,1,0,0,3,1,107663270.348094,67098057.91,10,0
1,1,1,0,0,0,1,0,1,24099390.503555,76346776.59,27,0
0,3,1,0,0,5,0,2,1,89800193.0064607,96001034.46,21,5
0,1,1,2,0,0,0,0,1,37300552.7684342,70070777.38,35,2
0,1,1,0,2,0,0,0,1,37300552.7684342,70070777.38,35,6
1,1,1,0,1,0,0,0,1,37300552.7684342,70070777.38,35,2
1,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,0
0,3,1,0,1,2,0,2,1,29928982.0236261,64857342.12,16,4
0,8,1,2,1,0,0,1,1,107663270.348094,67098057.91,10,6
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,4
1,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,2
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,2
1,1,1,2,1,0,0,1,1,107663270.348094,67098057.91,10,0
1,2,1,1,0,0,1,1,1,19775173.5837805,68354721.89,31,7
1,4,1,2,0,1,1,0,2,13911283.4482247,68354721.89,23,7
1,6,1,2,1,0,0,0,1,13911283.4482247,68354721.89,23,2
1,5,1,1,0,4,0,0,1,13911283.4482247,68354721.89,23,2
1,5,1,2,1,0,0,0,1,13911283.4482247,68354721.89,23,0
1,1,1,2,2,2,0,1,1,107663270.348094,67098057.91,10,3
1,1,1,0,1,1,0,1,1,107663270.348094,67098057.91,10,3
0,1,1,2,0,0,1,1,1,26814611.9483216,67504454.42,13,5
1,3,1,2,2,1,0,0,0,40023583.7731676,67504454.42,12,6
1,1,1,2,2,0,0,0,1,29959980.3664921,75944547.79,18,5
1,1,1,2,2,0,0,0,1,29959980.3664921,75944547.79,18,5
1,1,1,2,2,0,0,0,1,29959980.3664921,75944547.79,18,5
0,1,1,2,0,0,0,1,1,29959980.3664921,75944547.79,18,3
0,1,1,2,0,0,0,0,1,29959980.3664921,75944547.79,18,4
0,1,1,2,0,0,0,0,1,29959980.3664921,75944547.79,18,3
1,3,1,2,0,0,3,0,1,29959980.3664921,75944547.79,18,5
1,1,1,0,0,3,1,1,1,22894408.9363199,69109259.7,9,3
1,1,1,0,0,3,1,1,1,22894408.9363199,69109259.7,9,4
1,1,1,0,0,1,0,0,1,38946655.6491715,76346776.59,39,4
1,1,1,0,1,1,0,0,1,38946655.6491715,76346776.59,39,3
1,3,1,2,1,0,0,0,1,25330191.1102574,76346776.59,16,1
1,3,1,2,2,1,0,0,1,19313998.4049644,76346776.59,106,0
1,2,1,0,0,0,0,0,2,38946655.6491715,76346776.59,39,7
0,1,1,0,0,5,0,0,1,91142526.6590945,96001034.46,28,5
0,1,1,2,0,1,0,2,1,49828500.2950192,68354721.89,4,0
0,1,1,0,1,6,0,0,1,29928982.0236261,64857342.12,16,2
0,1,1,0,1,6,0,0,1,29928982.0236261,64857342.12,16,2
0,1,1,0,0,6,0,0,1,29928982.0236261,64857342.12,16,5
0,1,1,0,2,1,0,0,1,15230659.0681927,64857342.12,43,3
1,1,1,0,1,2,1,0,1,20227366.2698674,64857342.12,22,1
0,3,1,0,1,0,0,1,1,20227366.2698674,64857342.12,22,0
0,3,1,0,0,0,0,1,1,20227366.2698674,64857342.12,22,5
0,3,1,0,0,0,0,1,1,20227366.2698674,64857342.12,22,6
1,1,1,0,1,0,0,0,1,22364426.6427768,64857342.12,8,3
1,1,1,0,0,1,0,1,1,20089234.2715131,67098057.91,44,1
1,1,1,0,0,2,0,2,1,20089234.2715131,67098057.91,44,6
1,1,1,0,0,2,0,2,1,20089234.2715131,67098057.91,44,6
0,1,1,0,0,0,0,2,0,31225309.8064254,67098057.91,18,4
0,4,1,2,1,0,0,2,1,107663270.348094,67098057.91,10,4
1,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,3
0,6,1,2,0,0,0,1,1,107663270.348094,67098057.91,10,2
0,1,1,0,0,0,0,0,1,29338071.861291,66520328.6,88,2
0,1,1,0,1,0,0,0,1,29338071.861291,66520328.6,88,1
0,1,1,0,1,0,0,0,1,29338071.861291,66520328.6,88,1
1,1,1,0,0,0,0,0,1,29338071.861291,66520328.6,88,6
0,1,1,0,1,0,0,0,1,29338071.861291,66520328.6,88,6
1,1,1,0,0,0,0,0,1,29338071.861291,66520328.6,88,6
0,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,6
1,1,1,2,1,0,0,0,1,40463263.3199304,69701608,35,3
0,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,4
0,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,6
1,3,1,2,1,0,2,0,1,37580147.5532783,68354721.89,36,0
0,2,1,0,1,0,0,1,1,20227366.2698674,64857342.12,22,0
1,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,6
1,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,3
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,5
0,1,1,0,1,1,0,1,1,107663270.348094,67098057.91,10,0
1,1,1,0,2,2,0,0,1,107663270.348094,67098057.91,10,5
1,2,1,2,1,3,0,1,1,33727398.8802008,70346569.34,13,0
0,2,1,0,2,1,0,0,1,19313998.4049644,76346776.59,106,5
0,3,1,2,2,1,0,0,1,96311467.6221887,69109259.7,9,5
0,3,1,2,1,1,0,0,1,19313998.4049644,76346776.59,106,4
0,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,0
0,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,4
0,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,0
0,3,1,2,2,0,0,1,1,37300552.7684342,70070777.38,35,2
1,4,1,2,1,0,0,0,0,20089234.2715131,67098057.91,44,7
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,0
0,1,1,0,2,1,0,2,1,107663270.348094,67098057.91,10,0
1,1,1,0,1,0,0,0,1,20089234.2715131,67098057.91,44,3
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,2
1,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,4
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,0
1,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,4
0,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,6
1,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,6
1,1,1,0,0,1,1,0,1,21339113.7064425,69701608,11,5
1,2,1,0,0,0,0,0,2,22478306.9630981,63007146.53,52,1
0,1,1,2,1,1,0,0,1,40202033.906744,75944547.79,14,3
1,1,1,2,1,1,0,0,1,40202033.906744,75944547.79,14,3
1,3,1,2,0,3,0,1,1,29959980.3664921,75944547.79,18,3
0,3,1,0,0,1,1,1,1,39381922.9526442,69109259.7,95,7
0,1,1,0,1,0,0,1,1,33289321.2798569,76346776.59,108,4
0,1,1,0,0,0,0,1,1,33289321.2798569,76346776.59,108,3
0,1,1,0,0,0,0,1,1,25814672.5698334,76346776.59,14,1
0,1,1,0,0,0,0,1,1,25814672.5698334,76346776.59,14,4
0,1,1,0,1,2,0,0,1,38946655.6491715,76346776.59,39,3
1,1,1,0,0,0,0,1,1,38946655.6491715,76346776.59,39,6
0,1,1,0,0,0,0,1,1,38946655.6491715,76346776.59,39,6
1,1,1,0,0,0,0,1,1,38946655.6491715,76346776.59,39,6
1,1,1,0,0,0,0,1,1,38946655.6491715,76346776.59,39,6
1,1,1,0,1,0,0,1,1,38946655.6491715,76346776.59,39,3
1,1,1,0,0,1,0,0,1,42357301.7333154,76346776.59,109,4
1,1,1,0,1,1,0,0,1,42357301.7333154,76346776.59,109,0
1,1,1,0,1,1,0,0,1,42357301.7333154,76346776.59,109,0
0,1,1,0,0,0,0,0,1,53232898.8929742,96001034.46,10,3
1,1,1,0,0,0,0,1,1,61579935.7330267,96001034.46,6,0
1,1,1,2,0,0,0,0,1,61579935.7330267,96001034.46,6,0
1,4,1,0,1,2,0,0,1,61579935.7330267,96001034.46,6,5
1,3,1,0,0,3,0,0,2,21798903.3023383,69726813.32,33,7
0,5,1,0,0,4,1,1,1,21798903.3023383,69726813.32,33,5
0,4,1,0,0,0,0,0,1,19775173.5837805,68354721.89,31,5
1,1,1,0,0,3,0,0,1,29928982.0236261,64857342.12,16,5
0,1,1,0,2,0,0,0,1,15230659.0681927,64857342.12,43,4
0,1,1,0,2,1,0,0,1,15230659.0681927,64857342.12,43,3
1,1,1,0,2,0,0,0,1,22364426.6427768,64857342.12,8,0
1,1,1,2,2,0,0,0,1,22364426.6427768,64857342.12,8,3
1,3,1,0,1,0,0,0,2,22364426.6427768,64857342.12,8,0
0,1,1,0,1,1,0,1,0,31225309.8064254,67098057.91,18,7
0,1,1,0,2,0,0,0,1,107663270.348094,67098057.91,10,2
0,1,1,0,1,0,0,0,1,107663270.348094,67098057.91,10,5
0,2,1,0,1,1,0,1,1,107663270.348094,67098057.91,10,6
1,1,1,0,1,0,0,0,1,11434635.8651055,94451870.68,30,5
1,1,1,0,0,0,5,1,1,14133034.1141113,94451870.68,47,3
1,1,1,0,0,0,5,1,1,14133034.1141113,94451870.68,47,4
1,3,1,1,0,0,2,1,1,14133034.1141113,94451870.68,47,5
0,1,1,2,1,2,0,3,1,29507763.5213485,76346776.59,20,3
0,1,1,2,0,0,0,0,1,40463263.3199304,69701608,35,0
1,1,1,2,1,0,0,0,1,40463263.3199304,69701608,35,2
1,1,1,2,0,0,0,0,1,40463263.3199304,69701608,35,7
0,1,1,2,1,0,0,0,1,40463263.3199304,69701608,35,4
0,1,1,2,0,0,0,1,1,33727398.8802008,70346569.34,13,4
0,1,1,2,0,1,0,0,1,33727398.8802008,70346569.34,13,1
0,1,1,2,0,1,0,0,1,33727398.8802008,70346569.34,13,5
0,4,1,0,0,1,1,1,0,29507763.5213485,76346776.59,20,0
1,3,1,2,1,0,1,1,1,29507763.5213485,76346776.59,20,3
0,1,1,0,1,3,0,0,1,19775173.5837805,68354721.89,31,0
0,1,1,0,1,5,1,0,1,19775173.5837805,68354721.89,31,0
0,1,1,2,0,3,0,0,1,13911283.4482247,68354721.89,23,3
0,1,1,0,1,2,0,1,1,107663270.348094,67098057.91,10,0
1,1,1,0,0,5,0,5,1,29507763.5213485,76346776.59,20,6
0,2,1,1,0,3,0,3,1,29507763.5213485,76346776.59,20,4
0,7,1,0,0,2,0,4,1,29507763.5213485,76346776.59,20,4
1,3,1,2,1,2,0,0,1,31459171.0150635,75944547.79,22,0
1,1,1,2,1,1,0,0,1,13911283.4482247,68354721.89,23,6
0,2,1,0,2,2,0,0,1,107663270.348094,67098057.91,10,4
1,3,1,0,2,0,0,1,2,107663270.348094,67098057.91,10,4
1,1,1,2,1,0,1,0,1,26814611.9483216,67504454.42,13,4
1,1,1,2,1,0,1,0,1,26814611.9483216,67504454.42,13,0
1,1,1,2,1,0,1,0,1,26814611.9483216,67504454.42,13,6
1,1,1,2,0,0,1,0,1,26814611.9483216,67504454.42,13,5
1,1,1,2,0,0,1,0,1,26814611.9483216,67504454.42,13,5
1,1,1,0,0,1,0,0,0,40023583.7731676,67504454.42,12,5
1,1,1,0,0,3,0,0,0,40023583.7731676,67504454.42,12,3
1,1,1,0,0,1,0,0,0,40023583.7731676,67504454.42,12,5
1,1,1,0,0,3,0,0,0,40023583.7731676,67504454.42,12,6
1,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,4
1,1,1,0,2,3,0,0,0,40023583.7731676,67504454.42,12,3
1,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,4
1,1,1,0,2,2,0,0,0,40023583.7731676,67504454.42,12,4
0,2,1,0,1,5,0,1,1,24458275.9712294,67504454.42,14,3
1,1,1,0,2,0,0,0,1,35541357.8757259,69701608,36,3
1,1,1,0,1,0,0,0,1,35541357.8757259,69701608,36,4
1,1,1,0,1,0,1,0,0,25323187.6669948,63007146.53,22,1
1,1,1,0,2,0,0,0,1,98854600.8547036,75944547.79,24,4
1,1,1,0,2,0,0,0,1,98854600.8547036,75944547.79,24,4
1,1,1,0,2,0,0,0,1,98854600.8547036,75944547.79,24,4
1,1,1,0,2,0,0,0,1,98854600.8547036,75944547.79,24,4
1,1,1,0,2,0,0,0,1,98854600.8547036,75944547.79,24,4
0,3,1,0,0,4,1,1,1,39381922.9526442,69109259.7,95,5
0,1,1,0,0,2,0,0,0,26490727.5045397,69109259.7,6,4
0,1,1,0,1,2,0,0,0,26490727.5045397,69109259.7,6,4
1,1,1,0,0,1,0,0,1,27158848.0316349,76346776.59,32,3
1,1,1,0,1,2,0,0,1,27158848.0316349,76346776.59,32,3
1,1,1,0,1,1,2,0,1,27158848.0316349,76346776.59,32,3
1,1,1,0,1,0,0,0,1,25814672.5698334,76346776.59,14,3
1,1,1,0,1,0,0,0,1,25814672.5698334,76346776.59,14,3
1,1,1,0,0,0,0,0,1,25814672.5698334,76346776.59,14,4
0,1,1,2,2,0,0,1,1,25330191.1102574,76346776.59,16,5
0,1,1,0,2,3,0,0,1,64114080.1196187,76346776.59,52,5
1,2,1,0,1,0,1,0,2,64114080.1196187,76346776.59,52,7
1,1,1,2,1,0,0,0,1,28229829.1741087,76346776.59,107,0
1,1,1,2,1,0,0,0,1,28229829.1741087,76346776.59,107,1
1,1,1,2,1,0,0,0,1,28229829.1741087,76346776.59,107,5
1,1,1,2,0,0,0,0,1,28229829.1741087,76346776.59,107,5
1,1,1,0,1,3,0,0,1,61579935.7330267,96001034.46,6,0
1,1,1,0,1,3,0,0,1,61579935.7330267,96001034.46,6,0
1,1,1,0,0,3,0,0,1,61579935.7330267,96001034.46,6,0
1,1,1,0,1,0,0,0,1,61579935.7330267,96001034.46,6,6
1,1,1,0,1,0,0,0,1,91142526.6590945,96001034.46,28,5
1,1,1,0,1,0,0,0,1,91142526.6590945,96001034.46,28,0
1,1,1,0,1,0,0,0,1,91142526.6590945,96001034.46,28,0
0,1,1,0,2,0,1,1,1,91142526.6590945,96001034.46,28,6
1,1,1,2,1,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,1,0,0,0,0,0,1,21798903.3023383,69726813.32,33,5
1,6,1,2,2,0,1,1,2,13911283.4482247,68354721.89,23,0
1,1,1,2,2,6,0,2,1,20227366.2698674,64857342.12,22,0
0,1,1,0,1,7,0,2,1,20227366.2698674,64857342.12,22,0
1,1,1,0,1,0,0,0,1,15230659.0681927,64857342.12,43,0
1,1,1,0,1,0,1,0,1,15230659.0681927,64857342.12,43,0
1,1,1,0,1,0,1,0,1,15230659.0681927,64857342.12,43,0
1,1,1,0,2,6,0,2,1,20227366.2698674,64857342.12,22,5
0,1,1,0,1,2,0,1,1,60867596.7893044,64857342.12,11,6
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,6
1,1,1,0,0,0,0,0,1,29338071.861291,66520328.6,88,1
0,1,1,0,0,0,0,0,1,29338071.861291,66520328.6,88,3
1,1,1,2,2,1,0,0,1,107663270.348094,67098057.91,10,6
0,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,4
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,4
1,1,1,2,0,0,0,0,1,40463263.3199304,69701608,35,5
1,1,1,2,0,0,0,0,1,40463263.3199304,69701608,35,0
1,1,1,2,1,0,0,0,1,40463263.3199304,69701608,35,0
0,3,1,0,1,0,0,1,1,48645251.824538,76346776.59,29,0
0,1,1,0,0,2,0,0,1,21798903.3023383,69726813.32,33,0
0,1,1,2,1,2,0,0,1,13911283.4482247,68354721.89,23,3
1,4,1,1,0,0,2,0,1,13911283.4482247,68354721.89,23,0
1,1,1,0,1,2,0,2,1,20089234.2715131,67098057.91,44,6
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,4
0,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,2
0,1,1,0,1,2,0,1,1,107663270.348094,67098057.91,10,0
0,1,1,0,2,4,0,0,1,107663270.348094,67098057.91,10,6
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,3
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,1
1,3,1,0,2,0,0,1,1,107663270.348094,67098057.91,10,7
0,1,1,0,1,0,0,0,1,107663270.348094,67098057.91,10,1
0,1,1,0,0,0,0,3,1,29507763.5213485,76346776.59,20,4
1,1,1,2,1,0,0,1,1,29507763.5213485,76346776.59,20,6
0,1,1,0,0,0,0,1,1,29507763.5213485,76346776.59,20,6
0,1,1,0,0,0,0,1,1,29507763.5213485,76346776.59,20,6
0,1,1,2,1,0,0,1,1,29507763.5213485,76346776.59,20,6
0,1,1,0,0,1,0,3,1,29507763.5213485,76346776.59,20,6
0,3,1,1,0,1,0,0,1,29507763.5213485,76346776.59,20,4
1,2,1,0,0,0,0,0,0,40023583.7731676,67504454.42,12,4
0,1,1,2,2,1,0,2,1,107663270.348094,67098057.91,10,4
1,1,1,0,2,0,0,0,0,40023583.7731676,67504454.42,12,4
1,1,1,0,1,0,0,0,1,21181487.6225383,68354721.89,9,6
1,1,1,0,0,0,0,0,1,21181487.6225383,68354721.89,9,6
0,1,1,0,1,0,0,0,1,21181487.6225383,68354721.89,9,6
0,3,1,0,1,2,0,0,1,21181487.6225383,68354721.89,9,6
1,2,1,2,1,0,0,1,0,35481217.2195355,67504454.42,129,0
0,1,1,0,1,0,0,0,1,22478306.9630981,63007146.53,52,0
0,3,1,0,0,2,2,5,1,27158848.0316349,76346776.59,32,3
1,1,1,0,1,1,0,1,1,25814672.5698334,76346776.59,14,0
1,1,1,0,0,4,0,1,1,25814672.5698334,76346776.59,14,0
1,1,1,0,1,6,0,0,1,25814672.5698334,76346776.59,14,0
0,4,1,0,2,1,0,0,1,19313998.4049644,76346776.59,106,3
1,1,1,0,1,2,0,0,1,38946655.6491715,76346776.59,39,4
1,1,1,0,1,2,0,0,1,38946655.6491715,76346776.59,39,0
0,1,1,2,2,0,0,0,0,38946655.6491715,76346776.59,39,0
1,1,1,0,0,2,0,0,1,38946655.6491715,76346776.59,39,3
1,1,1,0,2,3,0,0,1,64114080.1196187,76346776.59,52,5
1,3,1,0,0,0,1,0,0,19942759.8023824,76346776.59,66,0
1,1,1,0,0,2,0,0,1,42357301.7333154,76346776.59,109,6
1,1,1,0,0,2,0,0,1,42357301.7333154,76346776.59,109,4
1,1,1,0,1,2,0,0,1,42357301.7333154,76346776.59,109,7
1,1,1,0,1,2,0,0,1,42357301.7333154,76346776.59,109,7
1,1,1,0,1,1,0,0,1,42357301.7333154,76346776.59,109,0
0,1,1,2,2,4,0,0,1,89800193.0064607,96001034.46,21,2
1,1,1,0,0,0,0,1,1,91142526.6590945,96001034.46,28,0
0,1,1,0,1,0,0,1,1,91142526.6590945,96001034.46,28,0
0,1,1,2,0,0,0,1,1,91142526.6590945,96001034.46,28,4
1,1,1,2,2,3,0,0,1,89800193.0064607,96001034.46,21,4
1,1,1,2,2,3,0,0,1,89800193.0064607,96001034.46,21,0
1,1,1,2,2,3,0,0,1,89800193.0064607,96001034.46,21,4
1,1,1,2,2,3,0,0,1,89800193.0064607,96001034.46,21,3
1,1,1,2,0,0,0,0,1,21798903.3023383,69726813.32,33,4
0,1,1,2,1,0,0,0,1,21798903.3023383,69726813.32,33,7
0,1,1,2,1,2,0,0,1,21798903.3023383,69726813.32,33,0
1,1,1,0,2,3,0,0,1,49828500.2950192,68354721.89,4,4
0,1,1,0,2,3,0,0,1,29928982.0236261,64857342.12,16,6
1,1,1,0,0,0,0,0,1,15230659.0681927,64857342.12,43,3
1,1,1,0,0,0,0,0,1,15230659.0681927,64857342.12,43,3
1,1,1,0,1,0,1,0,1,15230659.0681927,64857342.12,43,0
0,1,1,0,2,6,0,1,1,20227366.2698674,64857342.12,22,0
1,1,1,0,2,6,0,1,1,20227366.2698674,64857342.12,22,5
1,1,1,0,2,9,0,1,1,20227366.2698674,64857342.12,22,4
0,1,1,0,1,0,0,2,0,31225309.8064254,67098057.91,18,4
1,4,1,0,0,2,0,1,0,40023583.7731676,67504454.42,12,5
0,2,1,2,0,3,0,2,1,33727398.8802008,70346569.34,13,4
0,1,1,2,1,0,0,0,1,25229807.7951717,63007146.53,8,1
0,1,1,0,0,1,0,2,1,33275552.096932,63007146.53,17,4
1,1,1,0,1,0,1,0,2,28229829.1741087,76346776.59,107,0
0,1,1,0,2,1,0,0,1,89800193.0064607,96001034.46,21,3
1,1,1,0,1,0,0,0,1,20227366.2698674,64857342.12,22,0
1,1,1,0,1,3,0,1,1,20227366.2698674,64857342.12,22,5
1,1,1,0,0,2,0,1,1,20089234.2715131,67098057.91,44,4
1,1,1,2,2,0,0,0,1,107663270.348094,67098057.91,10,2
0,3,1,0,1,1,0,0,1,107663270.348094,67098057.91,10,0
0,1,1,0,2,1,0,0,1,107663270.348094,67098057.91,10,5
0,1,1,0,1,1,0,0,1,107663270.348094,67098057.91,10,0
0,1,1,0,2,3,0,0,1,107663270.348094,67098057.91,10,1
0,1,1,2,1,0,0,0,1,107663270.348094,67098057.91,10,6
1,1,1,2,2,0,0,0,1,37300552.7684342,70070777.38,35,4
0,1,1,2,0,0,0,0,1,13911283.4482247,68354721.89,23,4
